Title,Release Date,Score,Genre,Summary,Actors,Languages,Revenue,Country
Unfriended: Dark Web,20-Jul-18,60.0,"Horror, Mystery, Thriller",A group of twentysomethings are pulled into a lethal online game after logging onto a stolen laptop.,"Rebecca Rittenhouse, Stephanie Nogueras, Betty Gabriel, Colin Woodell","English, American Sign Language, Indonesian","$8,866,745","Canada,South Africa,Portugal"
Predator 2,21-Nov-90,31.0,"Action, Horror, Sci-Fi","Ten years after a band of mercenaries first battled a vicious alien, the invisible creature returns to Earth to hunt in gang-ravaged Los Angeles.","Danny Glover, Kevin Peter Hall, Gary Busey, Rubén Blades",English,"$30,669,413","Hong Kong,Switzerland,South Korea,Thailand,Germany,Singapore,Malaysia"
The Monkey King 3,16-Feb-18,33.0,"Action, Adventure, Family, Fantasy",The Monkey King and his companions are captured by a kingdom of women who believe the travelers presence heralds the destruction of their world.,"Shaofeng Feng, Zanilia Zhao, Shenyang Xiao, Aaron Kwok","Mandarin, English","$187,074","South Korea,Malaysia"
The Princess and the Matchmaker,23-Feb-18,60.0,"Comedy, History, Romance","When a Joseon princess hears that a list of potential marital matches has been presented to the king, she sets out to check out the candidates herself.","Jun-ho Choi, Minho Choi, Bok-rae Jo, Hyuk Choi",Korean,"$78,900",South Korea
The Lover,30-Oct-92,32.0,"Biography, Drama, Romance","This erotic drama follows a French teen whos sent to a boarding school in Saigon, where she begins a sexual liaison with a 32-year-old Chinese dandy.","Frédérique Meininger, Arnaud Giovaninetti, Tony Ka Fai Leung, Jane March","English, French","$4,899,194",South Korea
Kamikaze Girls,29-May-04,62.0,Comedy,"A Lolita girl painfully out of place in her backwater town meets a hot-headed biker girl, spurring the pair into a life-changing adventure.","Hiroyuki Miyasako, Sadao Abe, Anna Tsuchiya, Kyoko Fukada","Japanese, French, English","$34,424",South Korea
Johnny English Strikes Again,26-Oct-18,37.0,"Action, Adventure, Comedy","After a cyberattack exposes every undercover agent in Britain, a certain tech-challenged former agent emerges from retirement to catch the hacker.","Adam James, Emma Thompson, Kevin Eldon, Rowan Atkinson","English, Russian, French, German","$4,412,170","India,Hong Kong,Hungary,Czech Republic,South Africa,Portugal,Slovakia,Romania,South Korea"
A Simple Favor,14-Sep-18,84.0,"Comedy, Crime, Mystery, Thriller","Thirsty for thrills, single mom Stephanie strikes up a friendship with the glamorous Emily, who asks for a small favor, then mysteriously vanishes.","Glenda Braganza, Anna Kendrick, Joshua Satine, Ian Ho",English,"$53,548,586","Hungary,Japan,Czech Republic,Netherlands,Australia,Slovakia,Malaysia,Canada,Romania"
Poms,10-May-19,35.0,"Comedy, Drama, Sport","After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.","Diane Keaton, Jacki Weaver, Alisha Boe, Celia Weston",English,"$13,631,124","France,Hungary,Czech Republic,Slovakia,Romania"
My Hero Academia: Two Heroes,25-Sep-18,100.0,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","With Deku, All Might visits an old friend on the technologically advanced I-Island, when a gang of villains takes the whole city hostage.","Daiki Yamashita, Nobuhiko Okamoto, Mirai Shida, Kenta Miyake",Japanese,"$5,754,556","Mexico,Japan,United Kingdom,Canada,Italy,Argentina,Colombia"
After,12-Apr-19,18.0,"Drama, Romance","Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.","Hero Fiennes Tiffin, Dylan Arnold, Josephine Langford, Khadijha Red Thunder",English,"$12,138,565","United Kingdom,Hong Kong,Japan,United States,Czech Republic,Slovakia,Thailand,Malaysia,Hungary,Romania,Sweden"
Upgrade,01-Jun-18,88.0,"Action, Sci-Fi, Thriller","After a violent mugging leaves him paralyzed, a man receives a computer chip implant that allows him to control his body -- and get his revenge.","Melanie Vallejo, Steve Danielsen, Abby Craden, Logan Marshall-Green","English, Dutch","$11,977,130","Canada,Hong Kong,Thailand,Singapore,Malaysia,South Africa,Portugal"
Vox Lux,20-Dec-18,61.0,"Drama, Music","As a teenager, Celeste rockets to pop music stardom after a school shooting. Years later, preparing for a landmark concert pushes her to the edge.","Jude Law, Stacy Martin, Natalie Portman, Jennifer Ehle","English, Croatian, Chinese","$727,119",United Kingdom
Pitch Perfect 3,22-Dec-17,29.0,"Comedy, Music","With college long behind them, a capella stars, the Bellas, reunite for a competition abroad that tests their range and friendship.","Anna Camp, Anna Kendrick, Rebel Wilson, Brittany Snow","English, Papiamento","$104,897,530","France,Switzerland,Japan"
The Possession Of Hannah Grace,30-Nov-18,18.0,"Horror, Mystery, Thriller","When a former cop lands a job at a morgue, her graveyard shift takes a terrifying turn with the delivery of a young girls haunted corpse.","Shay Mitchell, Kirby Johnson, Nick Thune, Grey Damon",English,"$14,837,422","South Africa,Russia,United Kingdom,Canada,Belgium,Japan,Spain,Portugal,Sweden,Italy,Switzerland,Hungary,Germany,Israel,Romania"
North Country,21-Oct-05,69.0,Drama,A group of women in the Minnesota iron mines decide to stand up against harassment from their male co-workers in this drama based on a true story.,"Thomas Curtis, Charlize Theron, Elle Peterson, Frances McDormand",English,"$18,337,722","Hong Kong,Thailand,Australia,Singapore,India,Malaysia"
War for the Planet of the Apes,14-Jul-17,94.0,"Action, Adventure, Drama, Sci-Fi, Thriller","Years after a lethal virus has wiped out most of humanity, a society of intelligent apes fights for their survival against an army of vengeful soldiers.","Woody Harrelson, Karin Konoval, Andy Serkis, Steve Zahn","English, American Sign Language","$146,880,162","Switzerland,Germany"
Gold,01-Dec-17,43.0,"Adventure, Drama, History",Greedy Spanish conquistadors engage in bloody conflicts with rivals and natives as they trudge through the Amazon jungle in search of a mythical city.,"Bárbara Lennie, Óscar Jaenada, Jose Coronado, Raúl Arévalo",Spanish,"$5,539",Spain
Dead Calm,07-Apr-89,83.0,"Horror, Thriller","Mourning a tragic loss, a couple sets sail on their yacht to put the past behind them -- and becomes involved in a bloody game of high-seas survival.","Rod Mullinar, Billy Zane, Sam Neill, Nicole Kidman",English,"$7,825,009","Italy,Switzerland"
Executive Decision,15-Mar-96,65.0,"Action, Adventure, Thriller","When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.","Steven Seagal, John Leguizamo, Kurt Russell, Halle Berry","English, Arabic","$56,569,216","Australia,Hong Kong,Thailand,Singapore,Malaysia"
Romeo Akbar Walter,05-Apr-19,15.0,"Action, Drama, Thriller","In 1971, a fallen army major’s son is tapped by Indias Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war.","Raghuvir Yadav, Jackie Shroff, Mouni Roy, John Abraham",Hindi,"$236,299","South Africa,Australia,Romania,Switzerland,France,Russia,Hong Kong,Singapore,Belgium,Germany,Lithuania,Slovakia,United Kingdom,Iceland,Canada,Czech Republic,Argentina,Thailand,Mexico,Hungary,Turkey,India,Greece,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia"
Creed II,21-Nov-18,83.0,"Drama, Sport",Heavyweight champion Adonis Creed struggles to balance his family duties with his unshakeable desire to fight the son of the man who killed his father.,"Sylvester Stallone, Phylicia Rashad, Tessa Thompson, Michael B. Jordan","English, Russian, Sign Languages","$115,715,889","Mexico,Brazil,Argentina,Colombia,Canada"
Three Identical Strangers,30-Nov-18,97.0,"Documentary, Biography, Drama, History, Mystery","When three teenagers meet by chance and discover theyre identical triplets separated at birth, theyre delighted -- until their true story emerges.","Howard Schneider, Ellen Cervone, Robert Shafran, Michael Domnitz",English,"$12,320,845","United Kingdom,Hungary,Hong Kong,Thailand,Czech Republic,Israel,Singapore,Malaysia,Slovakia,Sweden,Greece,Romania,Japan,South Africa"
Shaft,14-Jun-19,33.0,"Action, Comedy, Crime","When the son he doesnt know comes to him for help, badass private eye John Shaft discovers his offspring is anything but a chip off the old block.","Regina Hall, Samuel L. Jackson, Jessie T. Usher, Richard Roundtree",English,"$21,360,215","United Kingdom,Portugal,Thailand,Romania,Switzerland,South Korea,France,Russia,Japan,Hong Kong,Belgium,Lithuania,South Africa,Mexico,Hungary,India,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Colombia"
Family Business,15-Dec-89,38.0,"Crime, Drama","After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.","Dustin Hoffman, Matthew Broderick, Rosanna DeSoto, Sean Connery",English,"$12,195,695","Belgium,India,Lithuania,Israel,Brazil,Czech Republic,Slovakia,Spain,United Kingdom,Greece,Canada,Iceland,Portugal,Argentina,United States,Romania,Italy,Australia,France,Switzerland,South Korea,Russia,Poland,Netherlands,Japan,Singapore,Sweden,Hong Kong,Hungary,Germany,Thailand,South Africa,Mexico,Turkey,Malaysia,Colombia"
Spider-Man: Into the Spider-Verse,14-Dec-18,97.0,"Animation, Action, Adventure, Family, Sci-Fi","After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts.","Mahershala Ali, Jake Johnson, Shameik Moore, Hailee Steinfeld","English, Spanish","$190,241,310","South Africa,Poland,Czech Republic,Spain,United Kingdom,Germany,Canada,Greece,Switzerland,Slovakia,Sweden,Belgium,Italy,Japan,Israel"
Unbroken,25-Dec-14,51.0,"Action, Biography, Drama, Sport, War","After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan.","Garrett Hedlund, Miyavi, Domhnall Gleeson, Jack O'Connell","English, Japanese, Italian","$115,637,895","Australia,Russia,India,Singapore,Lithuania,United Kingdom,Romania,South Africa,Canada,United States,Thailand,Hungary,Czech Republic,Greece,Slovakia,Malaysia,Iceland,Israel"
The Front Line,20-Jul-11,67.0,"Action, Drama, History, War","When a South Korean commander is killed by a friendly bullet during a cease fire, investigator Kang Eun-Pyos trail leads him to a remote hill region.","Soo Go, Chang-Seok Ko, Shin Ha-kyun, Seung-su Ryu","Korean, English","$11,018",South Korea
The Face Reader,04-Oct-13,75.0,"Drama, History","During the Joseon period, a disgraced nobleman with a gift for reading faces becomes enmeshed in a power struggle for the throne when the king dies.","Yun-shik Baek, Jo Jung-Suk, Lee Jung-jae, Kang-ho Song",Korean,"$515,876",South Korea
Detective K: Secret of the Living Dead,08-Feb-18,50.0,"Action, Comedy, Crime, Mystery",The Joseon kingdom’s top detective Kim Min and his partner enlist the help of a formidable stranger when corpses are discovered with strange bite marks.,"Dal-su Oh, Lee Min-ki, Kim Ji-Won, Kim Bum",Korean,"$104,013",South Korea
Jules and Jim,23-Jan-62,93.0,"Drama, Romance","Jules and Jim are friends who fall for the same woman, sparking a decades-long love triangle that tests and strengthens the bond between the two men.","Jeanne Moreau, Vanna Urbino, Oskar Werner, Henri Serre","French, German, English",$509,France
The Nun,07-Sep-18,25.0,"Horror, Mystery, Thriller",A young nun travels with a priest to Romania to uncover the secrets behind a malevolent spirit haunting a sacred site.,"Jonas Bloquet, Bonnie Aarons, Demián Bichir, Taissa Farmiga","English, French, Romanian, Latin","$117,450,119","Hong Kong,Thailand,Singapore,India,Malaysia,Turkey,Italy,Switzerland"
Smallfoot,28-Sep-18,76.0,"Animation, Adventure, Comedy, Family, Fantasy, Musical","After his village banishes him for insisting that a species called smallfoot is real, Migo the yeti embarks on a journey to prove his claim.","James Corden, Channing Tatum, Zendaya, Common","English, Mandarin","$83,240,103","Switzerland,Hong Kong,Thailand,Spain,Singapore,India,Malaysia,Turkey,Italy"
Its the Law,08-Sep-17,86.0,Horror,"After vowing to clean up a corrupt town ruled by a manipulative mayor, a first-time candidate gets elected -- but his policies pose bigger problems.","Sophia Lillis, Finn Wolfhard, Jaeden Martell, Jeremy Ray Taylor","English, Hebrew","$328,828,874",Italy
Little Italy,21-Sep-18,14.0,"Comedy, Romance",Two young lovers from warring pizza places try to hide their burgeoning affair from their feuding families.,"Emma Roberts, Danny Aiello, Andrea Martin, Hayden Christensen","English, Italian, Latin","$990,230","Czech Republic,Sweden,Argentina,Brazil,Mexico,Colombia"
Gifted,12-Apr-17,73.0,Drama,A child prodigy gets caught in a custody battle between the kindhearted uncle who raised her and the grandmother who wants to cultivate her genius.,"Octavia Spencer, Lindsay Duncan, Chris Evans, Mckenna Grace",English,"$24,801,212","Switzerland,Germany,Australia"
Somewhere Only We Know,13-Feb-15,53.0,"Drama, Romance",A language major bickers with -- and falls for -- a doctoral student as she navigates the ups and downs of love and friendship with college classmates.,"Gordon Alexander, Jinglei Xu, Likun Wang, Kris Wu","Mandarin, English","$482,341","Australia,Russia,Singapore,India,Switzerland,Lithuania,Slovakia,South Africa,United Kingdom,Romania,Canada,United States,Germany,Argentina,Mexico,Thailand,Hong Kong,Hungary,South Korea,Czech Republic,Greece,Malaysia,Brazil,Iceland,Israel,Colombia"
Professor Marston and the Wonder Women,13-Oct-17,87.0,"Biography, Drama, History",A respected Harvard psychologist conceals a secret double life as one-third of a polyamorous relationship -- and the creator of Wonder Woman.,"Connie Britton, Bella Heathcote, Luke Evans, Rebecca Hall",English,"$1,584,759","Canada,Turkey"
BlacKkKlansman,10-Aug-18,96.0,"Biography, Comedy, Crime, Drama",The first black detective of the Colorado Springs Police Department teams up with a Jewish colleague to infiltrate a group of white supremacists.,"John David Washington, Alec Baldwin, Robert John Burke, Isiah Whitlock Jr.",English,"$49,275,340","India,Hungary,Canada,Czech Republic,South Africa,Slovakia,Romania,South Korea,Portugal"
Crazy Rich Asians,15-Aug-18,91.0,"Comedy, Drama, Romance","When she joins her boyfriend on a trip to his native Singapore, Rachel Chu discovers his familys luxurious wealth and faces his disapproving mother.","Michelle Yeoh, Henry Golding, Gemma Chan, Constance Wu","English, Mandarin, Cantonese, Hokkien, French, Malay","$174,532,921","Hong Kong,Thailand,Spain,Singapore,India,Malaysia,Turkey"
Mamma Mia! Here We Go Again,20-Jul-18,79.0,"Comedy, Musical, Romance","Looking back at her free-spirited mother’s life and dancing towards her next chapter, Sophie throws open the doors of the new Hotel Bella Donna.","Celia Imrie, Andy Garcia, Amanda Seyfried, Lily James","English, French, Greek","$120,634,935","South Africa,Portugal,Mexico,Brazil,Argentina,Colombia,Iceland"
Luka Chuppi,01-Mar-19,31.0,"Comedy, Romance","Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.","Pankaj Tripathi, Aparshakti Khurana, Kriti Sanon, Kartik Aaryan",Hindi,"$1,042,905","Russia,Singapore,Australia,Hungary,Slovakia,Lithuania,Romania,India,Switzerland,United Kingdom,Canada,United States,South Africa,Argentina,Mexico,Thailand,Germany,Turkey,Czech Republic,Belgium,Brazil,Netherlands,Iceland,Israel,Italy,Greece,Colombia"
